nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
england,1987-11-26,gb-eng,england,kyel reid,3017,m
england,1969-01-13,gb-eng,england,colin woodthorpe,375,d
england,1963-12-13,gb-eng,england,rob newman,380,d
england,1970-12-26,gb-eng,england,david smith,381,m
nigeria,1974-10-10,ng,nigeria,ade akinbiyi,734,f
england,1964-03-02,gb-eng,england,devon white,458,m
wales,1971-08-18,gb-wls,wales,michael meaker,459,m
netherlands,1969-06-04,sr,suriname,regi blinker,1098,m
brazil,1993-08-17,br,brazil,ederson,12707,g
romania,1973-08-10,ro,romania,ioan viorel ganea,2592,f
england,1991-12-19,gb-eng,england,james wallace,3605,m
scotland,1984-01-26,gb-sct,scotland,iain turner,2235,g
germany,1992-04-25,de,germany,christopher buchtmann,3885,m
sweden,1983-01-10,se,sweden,david elm,3890,f
iran,1983-03-06,ir,iran,andranik teymourian,3087,m
belgium,1965-09-04,be,belgium,marc degryse,1101,f
england,1981-01-25,gb-eng,england,francis jeffers,1402,f
england,1964-04-21,gb-eng,england,kevin gage,472,d
england,1966-09-24,gb-eng,england,franz carr,491,f
england,1974-01-03,gb-eng,england,kevin watson,561,m
argentina,1973-02-16,ar,argentina,christian bassedas,1957,m
argentina,1974-01-06,ar,argentina,daniel cordone,1960,f
united states,1970-06-16,us,united states,cobi jones,861,m
ireland,1987-04-28,gb-eng,england,simon cox,3208,f
cameroon,1983-03-29,cm,cameroon,somen tchoyi,4200,m
ireland,1973-09-19,ie,ireland,nick colgan,94,g
england,1971-05-09,gb-eng,england,jason lee,944,f
england,1951-12-03,gb-eng,england,john burridge,819,g
germany,1966-12-12,de,germany,maurizio gaudino,919,m
england,1974-10-30,gb-eng,england,scott thomas,288,d
iceland,1988-08-18,is,iceland,eggert jónsson,4453,m
netherlands,1980-12-29,an,netherlands,dorus de vries,4449,g
england,1988-01-25,gb-eng,england,adam hammill,3134,m
england,1974-10-19,gb-eng,england,danny dichio,742,f
england,1968-05-22,gb-eng,england,paul moran,578,f
netherlands,1976-07-01,nl,netherlands,patrick kluivert,2757,f
senegal,1978-12-24,sn,senegal,souleymane diawara,3094,d
denmark,1981-11-26,dk,denmark,stephan andersen,2215,g
united states,1982-05-24,us,united states,damarcus beasley,3152,f
wales,1972-06-03,gb-eng,england,paul trollope,1174,m
netherlands,1968-09-05,nl,netherlands,robin van der laan,1173,m
croatia,1965-12-14,hr,croatia,aljosa asanovic,1172,m
croatia,1974-01-12,hr,croatia,ivica mornar,2555,f
england,1975-04-21,gb-eng,england,ben thornley,327,m
england,1965-08-18,gb-eng,england,martin allen,798,m
netherlands,1967-01-12,nl,netherlands,marco boogers,1115,f
croatia,1997-10-04,hr,croatia,nikola vlasic,25312,f
england,1997-03-15,gb-eng,england,jonjoe kenny,10449,d
slovakia,1989-11-30,sk,slovakia,vladimír weiss,3660,m
england,1979-02-09,gb-eng,england,mark wilson,1428,m
england,1980-10-24,gb-eng,england,mark hudson,1729,m
england,1977-09-07,gb-eng,england,duncan spedding,1248,m
portugal,1981-05-02,pt,portugal,tiago,2656,m
italy,2000-02-28,it,italy,moise kean,20958,f
england,2002-06-27,gb-eng,england,jarrad branthwaite,66318,d
france,1992-07-29,fr,france,djibril sidibé,12576,d
dr congo,1998-09-09,cd,dr congo,beni baningime,14623,m
england,2001-01-05,gb-eng,england,ellis simms,19925,f
portugal,1999-10-10,pt,portugal,joão virgínia,14428,g
england,2001-02-24,gb-eng,england,anthony gordon,23747,f
england,1998-10-06,gb-eng,england,lloyd kelly,21585,d
colombia,1994-10-25,co,colombia,jefferson lerma,37776,m
wales,1997-07-08,gb-eng,england,david brooks,13706,m
spain,1993-02-23,es,spain,diego rico,26076,d
england,1992-02-27,gb-eng,england,callum wilson,8454,f
netherlands,1997-01-31,ng,nigeria,arnaut danjuma,16524,f
wales,1997-03-22,gb-wls,wales,harry wilson,13961,m
england,1996-04-06,gb-eng,england,jack stacey,10881,d
england,1998-07-28,gb-eng,england,sam surridge,13195,f
france,1978-05-10,fr,france,bruno cheyrou,2284,m
germany,1988-09-03,de,germany,jérôme boateng,4142,d
england,1991-02-20,gb-eng,england,david davis,3998,m
switzerland,1977-11-21,ch,switzerland,bruno berner,3071,d
germany,1979-02-28,de,germany,stefan wessels,3383,g
france,1979-02-16,fr,france,stéphane dalmat,2566,m
england,1982-12-22,gb-eng,england,rohan ricketts,2006,m
portugal,1982-08-02,pt,portugal,hélder postiga,2568,f
england,2000-05-18,gb-eng,england,steven sessegnon,14657,m
france,1969-07-03,fr,france,patrick valery,1334,d
sweden,1974-03-15,se,sweden,anders andersson,1339,f
england,1977-11-28,gb-eng,england,marlon broomes,852,d
england,1997-06-19,gb-eng,england,sheyi ojo,10543,m
burkina faso,1995-09-06,bf,burkina faso,bertrand traoré,10394,f
ghana,1994-07-02,gh,ghana,abdul rahman baba,13279,d
brazil,1989-09-02,br,brazil,alexandre pato,13284,f
italy,1982-04-02,it,italy,marco amelia,5602,g
england,1997-12-19,ca,canada,fikayo tomori,13281,d
jamaica,1996-11-09,jm,jamaica,kasey palmer,13283,m
brazil,1991-07-15,br,brazil,danilo,5328,d
kosovo,1998-11-07,ch,switzerland,arijanet muric,19911,g
ireland,1962-09-01,ie,ireland,tony cascarino,115,f
jamaica,1993-01-06,gb-eng,england,kemar roofe,4442,m
england,1995-01-01,gb-eng,england,adam campbell,4555,f
england,1995-02-24,gb-eng,england,josh murphy,4561,m
england,1997-10-23,gb-eng,england,ezri konsa,13274,d
ireland,1991-02-02,ie,ireland,conor hourihane,9377,m
scotland,1994-10-18,gb-sct,scotland,john mcginn,51423,m
brazil,1998-05-09,br,brazil,douglas luiz,24626,m
tanzania,1992-12-23,tz,tanzania,mbwana samatta,20490,f
egypt,1994-10-01,eg,egypt,trézéguet,16087,m
norway,1990-09-10,no,norway,ørjan nyland,51416,g
netherlands,1995-05-03,nl,netherlands,anwar el ghazi,11033,m
spain,1991-06-16,es,spain,jota,10604,m
france,1994-12-24,fr,france,frédéric guilbert,15549,d
zimbabwe,1994-01-19,zw,zimbabwe,marvelous nakamba,45351,m
england,1990-10-12,gb-eng,england,henri lansbury,3049,m
england,1998-02-13,gb-eng,england,keinan davis,13130,f
england,1973-07-23,gb-eng,england,ryan jones,507,m
northern ireland,1961-11-04,gb-nir,northern ireland,nigel worthington,496,d
united states,1967-03-08,us,united states,john harkes,508,m
england,1959-11-14,gb-eng,england,chris woods,493,g
england,1990-05-19,gb-eng,england,simon moore,4727,g
wales,1992-03-21,gb-eng,england,kieron freeman,9567,d
netherlands,1996-09-05,nl,netherlands,richairo zivkovic,11034,f
united states,1998-09-18,us,united states,christian pulisic,15559,m
england,2002-10-28,gb-eng,england,lewis bate,49501,m
england,1968-01-20,gb-eng,england,marco gabbiadini,1180,f
england,1975-06-08,gb-eng,england,matt carbon,1165,d
england,1966-07-26,gb-eng,england,paul simpson,1171,m
england,1968-01-07,gb-eng,england,martin scott,1258,d
england,1965-11-09,gb-eng,england,steve agnew,611,m
brazil,1979-09-03,br,brazil,julio césar,4566,g
spain,1987-07-02,es,spain,esteban granero,4570,m
ireland,1993-12-06,ie,ireland,frankie sutherland,4571,m
england,1982-05-07,gb-eng,england,jay bothroyd,1658,f
albania,1983-07-27,xk,kosovo,lorik cana,3951,m
paraguay,1980-02-01,py,paraguay,paulo da silva,3949,d
chile,1984-06-17,cl,chile,luis jiménez,4025,m
switzerland,1974-05-27,ch,switzerland,patrick foletti,2059,g
england,1979-01-20,gb-eng,england,paul boertien,1549,d
belgium,1970-02-09,be,belgium,branko strupar,1700,f
finland,1971-02-20,fi,finland,jari litmanen,1925,f
england,1967-02-03,gb-eng,england,bob taylor,1348,f
greece,1971-10-27,gr,greece,theo zagorakis,1417,m
england,2004-03-24,gb-eng,england,dane scarlett,66570,f
senegal,1991-10-28,sn,senegal,mbaye diagne,5548,f
england,1986-12-11,gb-eng,england,lee peltier,3138,d
turkey,1994-03-09,tr,turkey,okay yokuslu,32796,m
england,1997-09-12,gb-eng,england,dion henry,10855,g
senegal,1990-06-06,sn,senegal,pape souaré,10444,d
congo,1992-05-13,fr,france,thievy bifouma,9980,f
england,1987-09-07,gb-eng,england,tommy elphick,8046,d
wales,1987-11-04,gb-eng,england,rhoys wiggins,2678,d
united states,1995-07-19,us,united states,matt miazga,13280,d
france,1982-01-28,fr,france,sébastien puygrenier,3580,d
portugal,1981-03-04,pt,portugal,ariza makukula,3585,f
germany,1995-07-14,de,germany,serge gnabry,4478,m
italy,1985-12-01,it,italy,emiliano viviano,4712,g
netherlands,1986-04-02,nl,netherlands,ibrahim afellay,4968,m
denmark,1992-05-01,dk,denmark,jakob haugaard,13777,g
netherlands,1992-12-01,nl,netherlands,marco van ginkel,4747,m
scotland,1976-05-10,gb-sct,scotland,steve howard,3536,f
england,1988-10-09,gb-eng,england,ben hinchliffe,3371,g
united states,1985-01-19,br,brazil,benny feilhaber,3379,m
iran,1986-07-05,ir,iran,ashkan dejagah,4516,m
philippines,1990-02-07,gb-eng,england,neil etheridge,4120,g
netherlands,1986-06-16,nl,netherlands,urby emanuelson,4517,m
ghana,1992-01-10,gh,ghana,emmanuel frimpong,3551,m
cameroon,1986-05-20,cm,cameroon,stéphane mbia,4569,d
denmark,1983-05-23,dk,denmark,kevin stuhr-ellegaard,2290,g
england,1998-10-02,gb-eng,england,alfie whiteman,15111,g
ireland,2002-02-04,ie,ireland,troy parrott,43856,f
france,1973-04-16,fr,france,jerome bonnissel,2466,m
wales,1997-11-05,gb-eng,england,chris mepham,14063,d
england,1996-12-18,gb-eng,england,jack simpson,13193,d
ireland,2000-02-01,ie,ireland,gavin kilkenny,50468,m
netherlands,1974-02-09,nl,netherlands,jordi cruijff,1216,f
england,1977-10-17,gb-eng,england,rory allen,1106,f
england,1988-01-05,gb-eng,england,luke daniels,2817,g
greece,1992-01-08,gr,greece,apostolos vellios,4118,f
england,1993-01-01,gb-eng,england,jon flanagan,4129,d
south africa,1969-06-21,za,south africa,philemon masinga,888,f
spain,1987-05-27,es,spain,josé cañas,4836,m
spain,1991-04-27,es,spain,álvaro vázquez,4839,f
portugal,1983-09-26,pt,portugal,ricardo quaresma,3591,m
france,1963-04-07,fr,france,bernard lama,1471,g
england,1973-12-13,gb-eng,england,scott mean,1113,m
ireland,1978-08-08,ie,ireland,alan maybury,1046,d
turkey,1973-05-14,tr,turkey,hakan ünsal,2021,m
france,2000-11-01,fr,france,niels nkounkou,76258,d
england,2003-03-04,gb-eng,england,tyler onyango,51510,m
nigeria,1998-12-27,ng,nigeria,josh maja,20048,f
england,1971-10-01,gb-eng,england,tommy widdrington,535,m
england,1973-01-14,mt,malta,paul tisdale,532,m
france,1985-08-06,fr,france,bafétimbi gomis,6900,f
spain,1997-05-23,es,spain,pedro chirivella,13510,m
england,1996-05-09,gb-eng,england,cameron brannagan,9032,m
scotland,1978-12-23,gb-sct,scotland,gavin strachan,1362,m
romania,1972-07-08,ro,romania,viorel moldovan,1366,f
england,1959-03-04,gb-eng,england,alan cork,489,f
norway,1965-11-11,no,norway,kare ingebrigtsen,284,d
netherlands,1976-08-24,nl,netherlands,nordin wooter,1783,m
england,1965-11-20,gb-eng,england,nigel gibbs,1781,d
scotland,1976-03-18,gb-sct,scotland,charlie miller,1646,m
netherlands,1980-08-17,nl,netherlands,jan kromkamp,2915,d
slovakia,1983-08-13,sk,slovakia,lubomir michalik,3084,d
ireland,1975-11-10,ie,ireland,keith o'halloran,1073,m
france,1980-08-11,fr,france,sébastien squillaci,4031,d
dr congo,1991-06-21,fr,france,gaël kakuta,3594,m
england,1975-10-10,gb-eng,england,mark ford,695,m
sweden,1969-11-29,se,sweden,thomas brolin,1124,f
england,1975-06-04,gb-eng,england,andrew couzens,693,d
chile,1985-08-29,cl,chile,gonzalo jara,4197,d
spain,1981-08-03,es,spain,pablo ibáñez,4196,d
england,1991-09-30,gb-eng,england,josh morris,4053,d
congo,1989-11-16,dz,algeria,amine linganzi,3824,m
hungary,1990-05-06,hu,hungary,péter gulácsi,3400,g
scotland,1964-06-10,gb-sct,scotland,stuart mccall,1670,m
england,1970-07-10,gb-eng,england,lee mills,1674,f
england,1973-08-25,gb-eng,england,phil gilchrist,639,d
france,1984-10-20,re,reunion,florent sinama-pongolle,2288,f
wales,1960-12-16,be,belgium,pat van der hauwe,572,m
england,1970-10-02,gb-eng,england,mike quigley,299,m
netherlands,1989-02-11,nl,netherlands,alexander büttner,4537,d
bulgaria,1990-02-03,bg,bulgaria,aleksandar tonev,4722,m
cote d’ivoire,1989-02-01,ci,cote d’ivoire,lamine koné,13791,d
senegal,1988-12-01,sn,senegal,papy djilobodji,13957,d
germany,1990-10-01,de,germany,jan kirchhoff,5365,m
scotland,1994-12-02,gb-eng,england,donald love,13558,d
sweden,1999-04-27,se,sweden,joel asoro,15079,m
england,1994-09-08,gb-eng,england,george honeyman,10512,m
tunisia,1991-02-08,fr,france,wahbi khazri,13793,m
greece,1985-07-11,gr,greece,orestis karnezis,25311,g
england,1969-11-21,gb-eng,england,michael williams,511,f
england,1964-06-26,gb-eng,england,gary blissett,810,f
england,1978-11-11,gb-eng,england,nick crittenden,1354,m
england,1967-10-26,gb-eng,england,dean yates,1166,d
england,1971-11-02,gb-eng,england,jonathan hunt,1395,f
netherlands,1970-08-04,nl,netherlands,orlando trustfull,1289,m
scotland,1970-12-13,gb-sct,scotland,eoin jess,1034,m
scotland,1968-09-23,gb-sct,scotland,liam daish,1031,d
belgium,1973-03-31,be,belgium,régis genaux,1286,d
england,1977-09-16,gb-eng,england,andy ducros,1158,f
england,2000-03-08,gb-eng,england,rekeem harper,20101,m
dr congo,1994-08-08,cd,dr congo,chancel mbemba,5850,d
switzerland,1995-04-19,ch,switzerland,kevin mbabu,4706,d
england,1996-03-16,gb-eng,england,ivan toney,9246,f
netherlands,1989-01-28,ch,switzerland,siem de jong,4885,m
france,1993-01-26,fr,france,florian thauvin,5585,m
england,1974-06-28,gb-eng,england,neil lewis,895,d
ecuador,1977-10-24,ec,ecuador,iván kaviedes,2824,f
finland,1976-09-09,fi,finland,aki riihilahti,2680,m
france,1973-05-18,fr,france,pegguy arphexad,1415,g
wales,1976-10-13,gb-wls,wales,carl robinson,2549,m
uruguay,1972-11-02,uy,uruguay,darío silva,2965,f
serbia,1979-07-19,rs,serbia,zvonimir vukic,2964,m
colombia,1978-10-27,co,colombia,jhon viáfara,2960,m
zambia,1984-02-03,zm,zambia,collins mbesuma,2967,f
sweden,1975-06-30,se,sweden,rami shaaban,2161,g
finland,1977-03-10,fi,finland,peter enckelman,1503,g
poland,1997-08-07,gb-eng,england,matty cash,13344,d
england,1995-12-30,gb-eng,england,ollie watkins,8658,f
belgium,1994-09-15,be,belgium,björn engels,12199,d
england,2001-05-28,gb-eng,england,jacob ramsey,19888,m
england,1990-11-25,gb-eng,england,josh payne,3767,m
england,1991-09-24,gb-eng,england,frank nouble,3971,f
senegal,1990-10-26,sn,senegal,henri saivet,6251,m
denmark,1972-06-16,dk,denmark,bo hansen,2043,f
ukraine,1996-12-15,ua,ukraine,oleksandr zinchenko,19620,d
norway,1964-10-24,no,norway,frode grodås,1143,g
germany,1993-01-12,de,germany,christoph zimmermann,22047,d
germany,1988-09-27,de,germany,ralf fährmann,5361,g
england,1978-09-13,gb-eng,england,darren kenton,2560,d
england,1961-12-09,gb-eng,england,paul davis,21,m
england,1995-07-16,gb-eng,england,kortney hause,10000,d
scotland,1991-08-24,gb-sct,scotland,john fleck,8444,m
morocco,1970-10-02,ma,morocco,noureddine naybet,2804,d
england,1982-08-15,gb-eng,england,johnnie jackson,1773,m
england,1986-11-18,gb-eng,england,philip ifil,2806,d
england,1997-09-07,gb-eng,england,josh knight,14693,d
northern ireland,1960-01-01,gb-nir,northern ireland,danny wilson,654,m
england,1961-04-06,gb-eng,england,peter shirtliff,653,d
england,1956-07-29,gb-eng,england,viv anderson,499,d
england,1976-05-22,gb-eng,england,lee hughes,2388,f
netherlands,1990-08-27,ch,switzerland,luuk de jong,9198,f
argentina,1988-08-03,ar,argentina,santiago vergini,9793,d
argentina,1985-05-29,ar,argentina,ignacio scocco,9794,f
argentina,1986-07-03,ar,argentina,óscar ustari,9792,g
ireland,1987-07-21,ie,ireland,christopher mccann,3843,m
northern ireland,1975-11-24,gb-nir,northern ireland,johnny wright,987,d
netherlands,1966-10-20,nl,netherlands,sieb dykstra,988,g
mali,1988-04-26,fr,france,bakary sako,10004,f
scotland,1982-01-31,gb-sct,scotland,allan mcgregor,4785,g
nigeria,1989-02-19,gb-eng,england,sone aluko,2862,f
england,1995-11-21,gb-eng,england,jamie sterry,10482,d
new zealand,1974-06-10,nz,new zealand,simon elliott,2910,m
denmark,1976-08-29,dk,denmark,jon dahl tomasson,1444,f
brazil,1996-11-26,br,brazil,wesley,15580,f
paraguay,1980-03-01,py,paraguay,diego gavilan,1739,m
cameroon,1993-08-15,cm,cameroon,clinton n'jie,6903,f
denmark,1991-05-08,dk,denmark,nicklas helenius,4723,f
colombia,1986-11-02,co,colombia,pablo armero,5688,d
belgium,1987-10-24,cd,dr congo,anthony henri vanden borre,3930,d
greece,1976-01-03,gr,greece,angelos basinas,3697,m
england,1993-01-04,gb-eng,england,george thorne,4201,m
portugal,1997-03-16,pt,portugal,xande silva,24151,f
france,1970-07-30,fr,france,patrice carteron,1970,d
england,1979-09-18,gb-eng,england,john piercy,1774,m
spain,1981-01-19,es,spain,asier del horno,2884,d
england,1985-02-26,gb-eng,england,mat sadler,2183,d
france,1967-09-26,fr,france,eric roy,1762,m
mexico,1980-04-02,mx,mexico,carlos salcido,4121,d
algeria,1986-09-02,dz,algeria,rafik halliche,4122,d
england,1990-05-24,gb-eng,england,jordan spence,3760,d
england,1993-08-18,gb-eng,england,george moncur,4685,m
switzerland,1992-12-19,ch,switzerland,raphael spiegel,4679,g
england,1994-04-21,gb-eng,england,adam morgan,4530,f
ghana,1985-11-22,gh,ghana,asamoah gyan,4188,f
argentina,1983-04-07,ar,argentina,marcos angeleri,4180,d
ireland,1986-09-19,ie,ireland,leon best,2797,f
argentina,1986-08-09,ar,argentina,alejandro faurlin,4383,m
wales,1973-05-19,gb-wls,wales,lee jones,273,f
netherlands,1968-10-28,nl,netherlands,glenn helder,841,m
cote d’ivoire,1984-01-24,ci,cote d’ivoire,emerse faé,3485,m
argentina,1975-07-05,ar,argentina,hernán crespo,2457,f
portugal,1977-11-11,pt,portugal,maniche,2891,m
argentina,1978-05-16,ar,argentina,lionel scaloni,3008,d
ireland,1978-06-01,ie,ireland,michael cummins,1224,m
england,1974-10-01,gb-eng,england,danny hill,563,m
scotland,1962-04-14,gb-sct,scotland,ross maclaren,832,m
senegal,1992-03-01,fr,france,édouard mendy,54889,g
morocco,1993-03-19,nl,netherlands,hakim ziyech,20750,m
brazil,1984-09-22,br,brazil,thiago silva,5754,d
germany,1999-06-11,de,germany,kai havertz,20810,m
germany,1996-03-06,de,germany,timo werner,23599,f
scotland,2001-06-11,gb-sct,scotland,billy gilmour,24221,m
ireland,1980-03-14,ie,ireland,jason gavin,1220,d
england,1972-04-16,gb-eng,england,matty appleby,718,m
northern ireland,1978-01-01,gb-nir,northern ireland,phil mulryne,1213,m
england,1977-07-03,gb-eng,england,michael clegg,1067,d
italy,1987-02-01,us,united states,giuseppe rossi,2745,f
england,1970-10-06,gb-eng,england,nicky mohan,350,d
england,1970-12-16,gb-eng,england,mark blake,44,m
england,1970-02-21,gb-eng,england,lee philpott,901,m
england,1970-10-03,gb-eng,england,richard smith,982,d
scotland,1960-07-05,gb-sct,scotland,gary gillespie,976,d
england,1996-08-10,gb-eng,england,alex palmer,10525,g
colombia,1985-12-14,co,colombia,juan camilo zuñiga,5671,d
england,1997-11-08,gb-eng,england,andrew eleftheriou,21468,d
spain,1992-09-28,es,spain,ignasi miquel,4033,d
netherlands,1971-01-16,nl,netherlands,ulrich van gobbel,1244,d
ireland,1973-01-01,gb-eng,england,mickey evans,612,f
italy,1986-02-15,ar,argentina,gabriel paletta,3128,d
italy,1985-10-25,it,italy,daniele padelli,3123,g
england,1988-08-18,gb-eng,england,jack hobbs,2917,d
morocco,1968-06-16,ma,morocco,tahar el-khalej,1747,d
jamaica,1978-10-17,gb-eng,england,kevin lisbie,1529,f
england,1971-10-10,gb-eng,england,ian bennett,2176,g
france,1972-03-24,fr,france,christophe dugarry,2194,f
netherlands,1979-09-30,nl,netherlands,andy van der meijde,2901,m
wales,1991-04-12,gb-wls,wales,jazz richards,4416,m
brazil,1994-01-20,br,brazil,lucas piazón,4289,m
cote d’ivoire,1987-11-30,ci,cote d’ivoire,max-alain gradel,12815,f
netherlands,1992-02-08,pt,portugal,bruno martins indi,11177,d
england,1992-01-31,gb-eng,england,james hurst,3931,d
china,1980-08-20,cn,china,zheng zhi,3096,m
algeria,1982-10-07,fr,france,madjid bougherra,3093,d
portugal,1978-10-03,pt,portugal,ricardo rocha,3240,d
england,1974-11-01,gb-eng,england,jamie forrester,247,f
england,1995-04-25,gb-eng,england,lewis baker,4749,m
